tenantcode,email,employeecode,attendancedate,systemintime,systemouttime,manualintime,manualouttime,appliedreason,applieddate,appliedby,status,statuschangedby,statuschangeddate,statuschangedreason,createddate,createdby,modifieddate,modifiedby,reportingto,attendancetype
P5C9754020,retta.upton@namco.com,100000003521,2023-06-28,21:38,01:19,09:22,15:17,Shift Correction,2023-06-28,100000003521,Pending,,,,2023-06-28,100000003521,,,100000001917,WorkingDay
P5C9754020,retta.upton@namco.com,100000003521,2023-07-01,08:01,05:20,16:36,11:34,Shift Correction,2023-07-01,100000003521,Pending,,,,2023-07-01,100000003521,,,100000001917,WorkingDay
P5C9754020,retta.upton@namco.com,100000003521,2023-06-29,09:21,04:21,00:03,11:05,Others,2023-06-29,100000003521,Pending,,,,2023-06-29,100000003521,,,100000001917,WorkingDay
P5C9754020,retta.upton@namco.com,100000003521,2023-06-26,18:42,06:40,22:08,10:01,Others,2023-06-26,100000003521,Pending,,,,2023-06-26,100000003521,,,100000001917,WorkingDay
P5C9754020,retta.upton@namco.com,100000003521,2023-06-30,17:39,19:37,19:11,15:23,Forgot To Punch,2023-06-30,100000003521,Rejected,,,,2023-06-30,100000003521,,,100000001917,WorkingDay
P5C9754020,erin.mayer@namco.com,100000003522,2023-06-26,23:25,10:41,20:03,18:01,Others,2023-06-26,100000003522,Pending,,,,2023-06-26,100000003522,,,100000001917,WorkingDay
P5C9754020,erin.mayer@namco.com,100000003522,2023-06-29,07:33,02:20,08:46,21:34,Work From Home,2023-06-29,100000003522,Rejected,,,,2023-06-29,100000003522,,,100000001917,WorkingDay
P5C9754020,erin.mayer@namco.com,100000003522,2023-06-28,11:11,03:17,04:42,08:42,Others,2023-06-28,100000003522,Rejected,,,,2023-06-28,100000003522,,,100000001917,WorkingDay
P5C9754020,erin.mayer@namco.com,100000003522,2023-06-30,12:34,16:24,12:30,11:25,On Duty,2023-06-30,100000003522,Rejected,,,,2023-06-30,100000003522,,,100000001917,WorkingDay
P5C9754020,erin.mayer@namco.com,100000003522,2023-07-01,21:22,02:41,19:50,16:45,On Duty,2023-07-01,100000003522,Rejected,,,,2023-07-01,100000003522,,,100000001917,WorkingDay
P5C9754020,erin.mayer@namco.com,100000003522,2023-06-27,08:41,20:44,17:43,08:49,Forgot To Punch,2023-06-27,100000003522,Rejected,,,,2023-06-27,100000003522,,,100000001917,WorkingDay
P5C9754020,westley.huel@namco.com,100000003523,2023-06-29,20:47,04:12,21:34,17:54,Work From Home,2023-06-29,100000003523,Rejected,,,,2023-06-29,100000003523,,,100000001917,WorkingDay
P5C9754020,westley.huel@namco.com,100000003523,2023-06-26,16:09,18:54,04:42,11:44,Forgot To Punch,2023-06-26,100000003523,Pending,,,,2023-06-26,100000003523,,,100000001917,WorkingDay
P5C9754020,westley.huel@namco.com,100000003523,2023-06-27,18:19,02:41,12:50,04:47,On Duty,2023-06-27,100000003523,Rejected,,,,2023-06-27,100000003523,,,100000001917,WorkingDay
P5C9754020,westley.huel@namco.com,100000003523,2023-07-01,14:25,11:05,16:11,09:24,Others,2023-07-01,100000003523,Pending,,,,2023-07-01,100000003523,,,100000001917,WorkingDay
P5C9754020,westley.huel@namco.com,100000003523,2023-06-30,22:49,01:05,06:52,06:04,On Duty,2023-06-30,100000003523,Rejected,,,,2023-06-30,100000003523,,,100000001917,WorkingDay
P5C9754020,westley.huel@namco.com,100000003523,2023-06-28,01:54,03:53,01:23,04:52,On Duty,2023-06-28,100000003523,Rejected,,,,2023-06-28,100000003523,,,100000001917,WorkingDay
P5C9754020,kaia.hegmann@namco.com,100000003524,2023-06-30,09:07,03:09,10:40,06:57,On Duty,2023-06-30,100000003524,Cancelled,,,,2023-06-30,100000003524,,,100000001917,WorkingDay
P5C9754020,kaia.hegmann@namco.com,100000003524,2023-06-28,11:56,23:49,13:46,23:25,Shift Correction,2023-06-28,100000003524,Pending,,,,2023-06-28,100000003524,,,100000001917,WorkingDay
P5C9754020,kaia.hegmann@namco.com,100000003524,2023-06-26,06:04,09:35,14:25,15:19,On Duty,2023-06-26,100000003524,Rejected,,,,2023-06-26,100000003524,,,100000001917,WorkingDay
P5C9754020,kaia.hegmann@namco.com,100000003524,2023-06-27,16:20,03:13,13:15,20:27,On Duty,2023-06-27,100000003524,Pending,,,,2023-06-27,100000003524,,,100000001917,WorkingDay
P5C9754020,kaia.hegmann@namco.com,100000003524,2023-06-29,05:02,16:48,22:11,04:38,Forgot To Punch,2023-06-29,100000003524,Pending,,,,2023-06-29,100000003524,,,100000001917,WorkingDay
P5C9754020,kaia.hegmann@namco.com,100000003524,2023-07-01,19:45,10:46,20:10,16:22,Forgot To Punch,2023-07-01,100000003524,Pending,,,,2023-07-01,100000003524,,,100000001917,WorkingDay
P5C9754020,lonnie.jakubowski@namco.com,100000003525,2023-06-27,21:08,21:03,18:48,04:33,Forgot To Punch,2023-06-27,100000003525,Pending,,,,2023-06-27,100000003525,,,100000001917,WorkingDay
P5C9754020,lonnie.jakubowski@namco.com,100000003525,2023-06-28,06:22,04:51,14:25,20:20,Shift Correction,2023-06-28,100000003525,Rejected,,,,2023-06-28,100000003525,,,100000001917,WorkingDay
P5C9754020,lonnie.jakubowski@namco.com,100000003525,2023-07-01,22:34,11:01,02:31,01:17,On Duty,2023-07-01,100000003525,Rejected,,,,2023-07-01,100000003525,,,100000001917,WorkingDay
P5C9754020,lonnie.jakubowski@namco.com,100000003525,2023-06-29,01:37,00:02,10:51,01:06,Others,2023-06-29,100000003525,Rejected,,,,2023-06-29,100000003525,,,100000001917,WorkingDay
P5C9754020,lonnie.jakubowski@namco.com,100000003525,2023-06-30,12:26,03:27,16:40,13:29,On Duty,2023-06-30,100000003525,Rejected,,,,2023-06-30,100000003525,,,100000001917,WorkingDay
P5C9754020,lonnie.jakubowski@namco.com,100000003525,2023-06-26,12:53,03:11,04:26,10:01,Work From Home,2023-06-26,100000003525,Rejected,,,,2023-06-26,100000003525,,,100000001917,WorkingDay
P5C9754020,maida.jast@namco.com,100000003526,2023-06-29,17:23,21:18,06:12,10:39,Others,2023-06-29,100000003526,Rejected,,,,2023-06-29,100000003526,,,100000001917,WorkingDay
P5C9754020,maida.jast@namco.com,100000003526,2023-06-28,12:16,19:52,15:08,23:39,Forgot To Punch,2023-06-28,100000003526,Rejected,,,,2023-06-28,100000003526,,,100000001917,WorkingDay
P5C9754020,maida.jast@namco.com,100000003526,2023-06-27,03:27,22:40,19:16,10:18,Forgot To Punch,2023-06-27,100000003526,Rejected,,,,2023-06-27,100000003526,,,100000001917,WorkingDay
P5C9754020,maida.jast@namco.com,100000003526,2023-06-30,23:57,20:21,11:54,22:08,Shift Correction,2023-06-30,100000003526,Pending,,,,2023-06-30,100000003526,,,100000001917,WorkingDay
P5C9754020,maida.jast@namco.com,100000003526,2023-06-26,13:34,11:01,05:48,23:15,Others,2023-06-26,100000003526,Rejected,,,,2023-06-26,100000003526,,,100000001917,WorkingDay
P5C9754020,maida.jast@namco.com,100000003526,2023-07-01,23:04,01:51,07:49,05:00,Forgot To Punch,2023-07-01,100000003526,Rejected,,,,2023-07-01,100000003526,,,100000001917,WorkingDay
P5C9754020,tanner.walter@namco.com,100000003527,2023-06-28,04:33,06:15,14:28,07:19,Forgot To Punch,2023-06-28,100000003527,Pending,,,,2023-06-28,100000003527,,,100000001917,WorkingDay
P5C9754020,tanner.walter@namco.com,100000003527,2023-06-30,08:49,01:34,14:51,11:25,Forgot To Punch,2023-06-30,100000003527,Rejected,,,,2023-06-30,100000003527,,,100000001917,WorkingDay
P5C9754020,tanner.walter@namco.com,100000003527,2023-07-01,03:38,02:16,01:40,16:52,Others,2023-07-01,100000003527,Rejected,,,,2023-07-01,100000003527,,,100000001917,WorkingDay
P5C9754020,tanner.walter@namco.com,100000003527,2023-06-26,15:41,12:18,12:08,09:12,Forgot To Punch,2023-06-26,100000003527,Pending,,,,2023-06-26,100000003527,,,100000001917,WorkingDay
P5C9754020,tanner.walter@namco.com,100000003527,2023-06-29,18:27,01:19,13:00,15:54,Others,2023-06-29,100000003527,Rejected,,,,2023-06-29,100000003527,,,100000001917,WorkingDay
P5C9754020,tanner.walter@namco.com,100000003527,2023-06-27,20:07,07:28,03:59,04:35,Forgot To Punch,2023-06-27,100000003527,Pending,,,,2023-06-27,100000003527,,,100000001917,WorkingDay
P5C9754020,alba.keebler@namco.com,100000003528,2023-07-01,03:43,15:01,02:49,20:23,Others,2023-07-01,100000003528,Pending,,,,2023-07-01,100000003528,,,100000001917,WorkingDay
P5C9754020,alba.keebler@namco.com,100000003528,2023-06-30,10:43,12:53,23:27,07:39,Others,2023-06-30,100000003528,Rejected,,,,2023-06-30,100000003528,,,100000001917,WorkingDay
P5C9754020,alba.keebler@namco.com,100000003528,2023-06-26,18:33,13:04,02:15,19:21,Forgot To Punch,2023-06-26,100000003528,Pending,,,,2023-06-26,100000003528,,,100000001917,WorkingDay
P5C9754020,alba.keebler@namco.com,100000003528,2023-06-27,12:31,11:34,15:31,22:23,On Duty,2023-06-27,100000003528,Rejected,,,,2023-06-27,100000003528,,,100000001917,WorkingDay
P5C9754020,alba.keebler@namco.com,100000003528,2023-06-28,14:28,23:37,18:19,06:57,Others,2023-06-28,100000003528,Rejected,,,,2023-06-28,100000003528,,,100000001917,WorkingDay
P5C9754020,alba.keebler@namco.com,100000003528,2023-06-29,12:48,10:04,03:35,10:38,On Duty,2023-06-29,100000003528,Rejected,,,,2023-06-29,100000003528,,,100000001917,WorkingDay
P5C9754020,trevor.ratke@namco.com,100000003529,2023-06-28,03:17,08:32,23:17,21:14,Shift Correction,2023-06-28,100000003529,Pending,,,,2023-06-28,100000003529,,,100000001917,WorkingDay
P5C9754020,trevor.ratke@namco.com,100000003529,2023-07-01,13:43,01:50,19:55,17:18,Work From Home,2023-07-01,100000003529,Pending,,,,2023-07-01,100000003529,,,100000001917,WorkingDay
P5C9754020,trevor.ratke@namco.com,100000003529,2023-06-26,12:28,15:26,11:19,14:25,Forgot To Punch,2023-06-26,100000003529,Rejected,,,,2023-06-26,100000003529,,,100000001917,WorkingDay
P5C9754020,trevor.ratke@namco.com,100000003529,2023-06-30,00:29,14:37,22:01,06:33,On Duty,2023-06-30,100000003529,Rejected,,,,2023-06-30,100000003529,,,100000001917,WorkingDay
P5C9754020,trevor.ratke@namco.com,100000003529,2023-06-27,07:40,02:57,23:06,21:33,Work From Home,2023-06-27,100000003529,Rejected,,,,2023-06-27,100000003529,,,100000001917,WorkingDay
P5C9754020,trevor.ratke@namco.com,100000003529,2023-06-29,01:17,19:21,04:01,16:22,Work From Home,2023-06-29,100000003529,Rejected,,,,2023-06-29,100000003529,,,100000001917,WorkingDay
P5C9754020,adelbert.goodwin@namco.com,100000003530,2023-06-27,17:51,16:44,13:19,19:32,On Duty,2023-06-27,100000003530,Rejected,,,,2023-06-27,100000003530,,,100000001917,WorkingDay
P5C9754020,adelbert.goodwin@namco.com,100000003530,2023-06-30,12:04,23:59,12:59,14:17,Shift Correction,2023-06-30,100000003530,Pending,,,,2023-06-30,100000003530,,,100000001917,WorkingDay
P5C9754020,adelbert.goodwin@namco.com,100000003530,2023-06-26,15:53,23:39,06:49,03:45,On Duty,2023-06-26,100000003530,Rejected,,,,2023-06-26,100000003530,,,100000001917,WorkingDay
P5C9754020,adelbert.goodwin@namco.com,100000003530,2023-06-28,05:49,12:52,23:50,09:41,Work From Home,2023-06-28,100000003530,Rejected,,,,2023-06-28,100000003530,,,100000001917,WorkingDay
P5C9754020,adelbert.goodwin@namco.com,100000003530,2023-07-01,06:13,00:35,20:37,16:44,Others,2023-07-01,100000003530,Cancelled,,,,2023-07-01,100000003530,,,100000001917,WorkingDay
P5C9754020,adelbert.goodwin@namco.com,100000003530,2023-06-29,06:58,04:26,00:39,06:06,Others,2023-06-29,100000003530,Cancelled,,,,2023-06-29,100000003530,,,100000001917,WorkingDay
P5C9754020,brenna.hettinger@namco.com,100000003531,2023-06-26,15:08,00:06,15:10,12:24,Others,2023-06-26,100000003531,Rejected,,,,2023-06-26,100000003531,,,100000001917,WorkingDay
P5C9754020,brenna.hettinger@namco.com,100000003531,2023-06-29,22:01,03:33,00:07,20:05,Others,2023-06-29,100000003531,Rejected,,,,2023-06-29,100000003531,,,100000001917,WorkingDay
P5C9754020,brenna.hettinger@namco.com,100000003531,2023-06-27,12:28,16:29,14:13,22:23,Others,2023-06-27,100000003531,Rejected,,,,2023-06-27,100000003531,,,100000001917,WorkingDay
P5C9754020,brenna.hettinger@namco.com,100000003531,2023-06-28,13:59,14:52,02:41,13:36,Forgot To Punch,2023-06-28,100000003531,Rejected,,,,2023-06-28,100000003531,,,100000001917,WorkingDay
P5C9754020,brenna.hettinger@namco.com,100000003531,2023-07-01,01:21,03:29,22:25,22:31,Others,2023-07-01,100000003531,Rejected,,,,2023-07-01,100000003531,,,100000001917,WorkingDay
P5C9754020,brenna.hettinger@namco.com,100000003531,2023-06-30,11:59,16:38,17:53,10:30,Others,2023-06-30,100000003531,Rejected,,,,2023-06-30,100000003531,,,100000001917,WorkingDay
P5C9754020,bettye.skiles@namco.com,100000003532,2023-06-27,00:41,23:57,14:54,12:15,Shift Correction,2023-06-27,100000003532,Rejected,,,,2023-06-27,100000003532,,,100000001917,WorkingDay
P5C9754020,bettye.skiles@namco.com,100000003532,2023-06-26,21:28,15:19,08:30,06:41,Work From Home,2023-06-26,100000003532,Pending,,,,2023-06-26,100000003532,,,100000001917,WorkingDay
P5C9754020,bettye.skiles@namco.com,100000003532,2023-06-29,07:43,07:24,15:17,21:36,Others,2023-06-29,100000003532,Pending,,,,2023-06-29,100000003532,,,100000001917,WorkingDay
P5C9754020,bettye.skiles@namco.com,100000003532,2023-06-30,12:51,21:44,17:56,19:08,Shift Correction,2023-06-30,100000003532,Pending,,,,2023-06-30,100000003532,,,100000001917,WorkingDay
P5C9754020,bettye.skiles@namco.com,100000003532,2023-07-01,19:42,13:34,12:41,11:57,Others,2023-07-01,100000003532,Cancelled,,,,2023-07-01,100000003532,,,100000001917,WorkingDay
P5C9754020,bettye.skiles@namco.com,100000003532,2023-06-28,05:15,17:22,05:10,17:11,Others,2023-06-28,100000003532,Pending,,,,2023-06-28,100000003532,,,100000001917,WorkingDay
P5C9754020,lon.howe@namco.com,100000003533,2023-06-27,14:09,16:06,14:22,20:50,On Duty,2023-06-27,100000003533,Rejected,,,,2023-06-27,100000003533,,,100000001917,WorkingDay
P5C9754020,lon.howe@namco.com,100000003533,2023-06-29,17:01,17:33,00:53,07:42,Shift Correction,2023-06-29,100000003533,Rejected,,,,2023-06-29,100000003533,,,100000001917,WorkingDay
P5C9754020,lon.howe@namco.com,100000003533,2023-06-28,19:15,06:41,14:03,22:29,Shift Correction,2023-06-28,100000003533,Rejected,,,,2023-06-28,100000003533,,,100000001917,WorkingDay
P5C9754020,lon.howe@namco.com,100000003533,2023-06-30,07:42,08:37,21:55,20:11,Shift Correction,2023-06-30,100000003533,Cancelled,,,,2023-06-30,100000003533,,,100000001917,WorkingDay
P5C9754020,lon.howe@namco.com,100000003533,2023-06-26,17:42,07:44,09:15,11:59,Forgot To Punch,2023-06-26,100000003533,Pending,,,,2023-06-26,100000003533,,,100000001917,WorkingDay
P5C9754020,lon.howe@namco.com,100000003533,2023-07-01,08:41,08:57,10:59,20:50,Shift Correction,2023-07-01,100000003533,Rejected,,,,2023-07-01,100000003533,,,100000001917,WorkingDay
P5C9754020,dell.considine@namco.com,100000003534,2023-06-29,23:07,05:35,03:57,07:40,Work From Home,2023-06-29,100000003534,Rejected,,,,2023-06-29,100000003534,,,100000001917,WorkingDay
P5C9754020,dell.considine@namco.com,100000003534,2023-06-30,20:18,22:30,22:15,12:47,On Duty,2023-06-30,100000003534,Pending,,,,2023-06-30,100000003534,,,100000001917,WorkingDay
P5C9754020,dell.considine@namco.com,100000003534,2023-06-27,02:05,16:01,20:18,11:40,On Duty,2023-06-27,100000003534,Pending,,,,2023-06-27,100000003534,,,100000001917,WorkingDay
P5C9754020,dell.considine@namco.com,100000003534,2023-07-01,11:42,11:09,03:49,23:09,Forgot To Punch,2023-07-01,100000003534,Pending,,,,2023-07-01,100000003534,,,100000001917,WorkingDay
P5C9754020,dell.considine@namco.com,100000003534,2023-06-26,13:49,20:05,04:11,06:40,Forgot To Punch,2023-06-26,100000003534,Rejected,,,,2023-06-26,100000003534,,,100000001917,WorkingDay
P5C9754020,dell.considine@namco.com,100000003534,2023-06-28,14:24,21:16,05:13,21:01,Work From Home,2023-06-28,100000003534,Pending,,,,2023-06-28,100000003534,,,100000001917,WorkingDay
P5C9754020,jacey.kuvalis@namco.com,100000003535,2023-06-30,20:26,10:31,18:18,14:05,Others,2023-06-30,100000003535,Rejected,,,,2023-06-30,100000003535,,,100000001917,WorkingDay
P5C9754020,jacey.kuvalis@namco.com,100000003535,2023-06-28,08:30,19:29,01:14,00:24,Shift Correction,2023-06-28,100000003535,Cancelled,,,,2023-06-28,100000003535,,,100000001917,WorkingDay
P5C9754020,jacey.kuvalis@namco.com,100000003535,2023-06-29,20:07,11:53,00:48,10:49,Forgot To Punch,2023-06-29,100000003535,Cancelled,,,,2023-06-29,100000003535,,,100000001917,WorkingDay
P5C9754020,jacey.kuvalis@namco.com,100000003535,2023-06-27,04:51,00:39,10:05,11:34,On Duty,2023-06-27,100000003535,Pending,,,,2023-06-27,100000003535,,,100000001917,WorkingDay
P5C9754020,jacey.kuvalis@namco.com,100000003535,2023-07-01,06:30,02:20,17:48,19:56,Others,2023-07-01,100000003535,Rejected,,,,2023-07-01,100000003535,,,100000001917,WorkingDay
P5C9754020,jacey.kuvalis@namco.com,100000003535,2023-06-26,08:07,22:32,12:04,23:40,Shift Correction,2023-06-26,100000003535,Rejected,,,,2023-06-26,100000003535,,,100000001917,WorkingDay
P5C9754020,alfonso.weissnat@namco.com,100000003536,2023-06-27,09:06,14:05,00:24,19:10,Others,2023-06-27,100000003536,Rejected,,,,2023-06-27,100000003536,,,100000001917,WorkingDay
P5C9754020,alfonso.weissnat@namco.com,100000003536,2023-06-26,17:36,18:29,22:31,01:02,Shift Correction,2023-06-26,100000003536,Rejected,,,,2023-06-26,100000003536,,,100000001917,WorkingDay
P5C9754020,alfonso.weissnat@namco.com,100000003536,2023-06-29,08:57,07:44,02:05,20:55,Shift Correction,2023-06-29,100000003536,Rejected,,,,2023-06-29,100000003536,,,100000001917,WorkingDay
P5C9754020,alfonso.weissnat@namco.com,100000003536,2023-07-01,12:23,18:55,19:50,03:57,Forgot To Punch,2023-07-01,100000003536,Rejected,,,,2023-07-01,100000003536,,,100000001917,WorkingDay
P5C9754020,alfonso.weissnat@namco.com,100000003536,2023-06-28,02:05,23:21,21:55,13:32,Others,2023-06-28,100000003536,Rejected,,,,2023-06-28,100000003536,,,100000001917,WorkingDay
P5C9754020,alfonso.weissnat@namco.com,100000003536,2023-06-30,20:08,09:36,08:39,01:14,Work From Home,2023-06-30,100000003536,Rejected,,,,2023-06-30,100000003536,,,100000001917,WorkingDay
P5C9754020,jerrod.rodriguez@namco.com,100000003537,2023-06-29,06:57,23:18,06:11,21:07,Forgot To Punch,2023-06-29,100000003537,Rejected,,,,2023-06-29,100000003537,,,100000001917,WorkingDay
P5C9754020,jerrod.rodriguez@namco.com,100000003537,2023-06-27,10:26,01:13,22:58,19:00,Work From Home,2023-06-27,100000003537,Rejected,,,,2023-06-27,100000003537,,,100000001917,WorkingDay
P5C9754020,jerrod.rodriguez@namco.com,100000003537,2023-06-26,16:46,12:35,10:56,19:52,On Duty,2023-06-26,100000003537,Pending,,,,2023-06-26,100000003537,,,100000001917,WorkingDay
P5C9754020,jerrod.rodriguez@namco.com,100000003537,2023-06-30,08:51,11:59,23:00,14:30,Forgot To Punch,2023-06-30,100000003537,Rejected,,,,2023-06-30,100000003537,,,100000001917,WorkingDay
P5C9754020,jerrod.rodriguez@namco.com,100000003537,2023-07-01,19:29,13:57,19:06,18:42,Forgot To Punch,2023-07-01,100000003537,Rejected,,,,2023-07-01,100000003537,,,100000001917,WorkingDay
P5C9754020,jerrod.rodriguez@namco.com,100000003537,2023-06-28,18:59,12:56,06:35,19:16,Work From Home,2023-06-28,100000003537,Rejected,,,,2023-06-28,100000003537,,,100000001917,WorkingDay
P5C9754020,hillary.thompson@namco.com,100000003538,2023-06-27,07:56,17:20,05:12,03:01,On Duty,2023-06-27,100000003538,Rejected,,,,2023-06-27,100000003538,,,100000001917,WorkingDay
P5C9754020,hillary.thompson@namco.com,100000003538,2023-06-30,21:36,23:11,03:03,02:08,Others,2023-06-30,100000003538,Rejected,,,,2023-06-30,100000003538,,,100000001917,WorkingDay
P5C9754020,hillary.thompson@namco.com,100000003538,2023-07-01,03:46,08:56,21:05,00:35,Forgot To Punch,2023-07-01,100000003538,Pending,,,,2023-07-01,100000003538,,,100000001917,WorkingDay
P5C9754020,hillary.thompson@namco.com,100000003538,2023-06-28,09:12,14:31,10:58,23:58,Others,2023-06-28,100000003538,Rejected,,,,2023-06-28,100000003538,,,100000001917,WorkingDay
P5C9754020,hillary.thompson@namco.com,100000003538,2023-06-26,22:44,01:38,12:07,13:15,On Duty,2023-06-26,100000003538,Rejected,,,,2023-06-26,100000003538,,,100000001917,WorkingDay
P5C9754020,hillary.thompson@namco.com,100000003538,2023-06-29,05:08,10:56,04:50,13:22,Forgot To Punch,2023-06-29,100000003538,Rejected,,,,2023-06-29,100000003538,,,100000001917,WorkingDay
P5C9754020,jensen.nolan@namco.com,100000003539,2023-06-26,20:47,16:31,14:24,23:24,On Duty,2023-06-26,100000003539,Pending,,,,2023-06-26,100000003539,,,100000001917,WorkingDay
P5C9754020,jensen.nolan@namco.com,100000003539,2023-06-30,03:56,14:17,12:46,14:02,Forgot To Punch,2023-06-30,100000003539,Rejected,,,,2023-06-30,100000003539,,,100000001917,WorkingDay
P5C9754020,jensen.nolan@namco.com,100000003539,2023-06-28,03:36,05:43,10:18,23:53,On Duty,2023-06-28,100000003539,Rejected,,,,2023-06-28,100000003539,,,100000001917,WorkingDay
P5C9754020,jensen.nolan@namco.com,100000003539,2023-07-01,23:53,19:53,01:58,08:28,Work From Home,2023-07-01,100000003539,Rejected,,,,2023-07-01,100000003539,,,100000001917,WorkingDay
P5C9754020,jensen.nolan@namco.com,100000003539,2023-06-29,21:44,17:52,13:46,08:27,Forgot To Punch,2023-06-29,100000003539,Rejected,,,,2023-06-29,100000003539,,,100000001917,WorkingDay
P5C9754020,jensen.nolan@namco.com,100000003539,2023-06-27,06:24,01:01,19:39,07:27,Forgot To Punch,2023-06-27,100000003539,Cancelled,,,,2023-06-27,100000003539,,,100000001917,WorkingDay
P5C9754020,camren.parker@namco.com,100000003540,2023-06-26,12:11,08:36,09:46,08:21,Others,2023-06-26,100000003540,Pending,,,,2023-06-26,100000003540,,,100000001917,WorkingDay
P5C9754020,camren.parker@namco.com,100000003540,2023-06-28,07:40,05:05,18:05,09:10,Work From Home,2023-06-28,100000003540,Rejected,,,,2023-06-28,100000003540,,,100000001917,WorkingDay
P5C9754020,camren.parker@namco.com,100000003540,2023-06-30,23:41,07:51,10:04,02:22,Others,2023-06-30,100000003540,Rejected,,,,2023-06-30,100000003540,,,100000001917,WorkingDay
P5C9754020,camren.parker@namco.com,100000003540,2023-06-27,06:24,04:39,12:57,12:01,Shift Correction,2023-06-27,100000003540,Cancelled,,,,2023-06-27,100000003540,,,100000001917,WorkingDay
P5C9754020,camren.parker@namco.com,100000003540,2023-07-01,10:48,00:42,19:08,17:48,Work From Home,2023-07-01,100000003540,Rejected,,,,2023-07-01,100000003540,,,100000001917,WorkingDay
P5C9754020,camren.parker@namco.com,100000003540,2023-06-29,02:31,23:16,13:29,16:54,Shift Correction,2023-06-29,100000003540,Rejected,,,,2023-06-29,100000003540,,,100000001917,WorkingDay
P5C9754020,connor.ondricka@namco.com,100000003541,2023-06-26,19:31,17:48,12:51,12:06,Others,2023-06-26,100000003541,Pending,,,,2023-06-26,100000003541,,,100000001917,WorkingDay
P5C9754020,connor.ondricka@namco.com,100000003541,2023-06-27,10:12,11:11,07:38,19:36,Others,2023-06-27,100000003541,Pending,,,,2023-06-27,100000003541,,,100000001917,WorkingDay
P5C9754020,connor.ondricka@namco.com,100000003541,2023-06-30,20:53,01:45,20:29,16:49,Shift Correction,2023-06-30,100000003541,Cancelled,,,,2023-06-30,100000003541,,,100000001917,WorkingDay
P5C9754020,connor.ondricka@namco.com,100000003541,2023-07-01,15:54,09:23,07:10,17:44,Others,2023-07-01,100000003541,Rejected,,,,2023-07-01,100000003541,,,100000001917,WorkingDay
P5C9754020,connor.ondricka@namco.com,100000003541,2023-06-29,15:20,13:46,16:32,01:48,On Duty,2023-06-29,100000003541,Rejected,,,,2023-06-29,100000003541,,,100000001917,WorkingDay
P5C9754020,connor.ondricka@namco.com,100000003541,2023-06-28,12:34,03:40,21:03,20:22,Work From Home,2023-06-28,100000003541,Rejected,,,,2023-06-28,100000003541,,,100000001917,WorkingDay
P5C9754020,hailee.ward@namco.com,100000003542,2023-06-27,05:55,03:50,11:52,18:55,Forgot To Punch,2023-06-27,100000003542,Rejected,,,,2023-06-27,100000003542,,,100000001917,WorkingDay
P5C9754020,hailee.ward@namco.com,100000003542,2023-06-28,23:23,09:03,06:21,11:51,Others,2023-06-28,100000003542,Rejected,,,,2023-06-28,100000003542,,,100000001917,WorkingDay
P5C9754020,hailee.ward@namco.com,100000003542,2023-06-30,06:52,07:05,19:59,23:14,On Duty,2023-06-30,100000003542,Rejected,,,,2023-06-30,100000003542,,,100000001917,WorkingDay
P5C9754020,hailee.ward@namco.com,100000003542,2023-07-01,10:03,21:54,23:05,03:34,On Duty,2023-07-01,100000003542,Pending,,,,2023-07-01,100000003542,,,100000001917,WorkingDay
P5C9754020,hailee.ward@namco.com,100000003542,2023-06-29,13:27,15:00,22:39,01:53,Forgot To Punch,2023-06-29,100000003542,Rejected,,,,2023-06-29,100000003542,,,100000001917,WorkingDay
P5C9754020,hailee.ward@namco.com,100000003542,2023-06-26,22:48,21:28,23:42,11:52,Others,2023-06-26,100000003542,Rejected,,,,2023-06-26,100000003542,,,100000001917,WorkingDay
P5C9754020,ophelia.treutel@namco.com,100000003543,2023-06-28,17:24,20:56,09:17,02:39,On Duty,2023-06-28,100000003543,Rejected,,,,2023-06-28,100000003543,,,100000001917,WorkingDay
P5C9754020,ophelia.treutel@namco.com,100000003543,2023-07-01,23:41,22:56,11:05,23:17,Forgot To Punch,2023-07-01,100000003543,Rejected,,,,2023-07-01,100000003543,,,100000001917,WorkingDay
P5C9754020,ophelia.treutel@namco.com,100000003543,2023-06-29,01:55,22:16,17:13,02:04,On Duty,2023-06-29,100000003543,Rejected,,,,2023-06-29,100000003543,,,100000001917,WorkingDay
P5C9754020,ophelia.treutel@namco.com,100000003543,2023-06-26,20:30,23:31,07:01,19:47,Forgot To Punch,2023-06-26,100000003543,Rejected,,,,2023-06-26,100000003543,,,100000001917,WorkingDay
P5C9754020,ophelia.treutel@namco.com,100000003543,2023-06-27,06:53,06:09,19:46,19:58,Work From Home,2023-06-27,100000003543,Cancelled,,,,2023-06-27,100000003543,,,100000001917,WorkingDay
P5C9754020,ophelia.treutel@namco.com,100000003543,2023-06-30,15:25,21:50,01:03,06:33,Others,2023-06-30,100000003543,Rejected,,,,2023-06-30,100000003543,,,100000001917,WorkingDay
P5C9754020,neoma.von@namco.com,100000003544,2023-06-26,13:54,14:20,10:10,12:52,Shift Correction,2023-06-26,100000003544,Rejected,,,,2023-06-26,100000003544,,,100000001917,WorkingDay
P5C9754020,neoma.von@namco.com,100000003544,2023-06-28,02:23,23:01,03:42,23:33,Work From Home,2023-06-28,100000003544,Rejected,,,,2023-06-28,100000003544,,,100000001917,WorkingDay
